recipe_id,step_number,step_content
91792,9,"Cook about 2 minutes or until lightly golden in color, turning once."
91792,10,Drain well on paper towels.
91792,11,"Combine 2 1/2 cups powdered sugar with 1/4 cup milk, stir until smooth."
91792,12,Dip each doughnut in glaze while still warm; allow excess glaze to drip off.
91792,13,Cool on wire rack or serve warm.
121064,1,Make sure you rinse the grain under cold running water several times to remove coating (not something you can see).
121064,2,Spray medium size saucepan with vegetable oil.
121064,3,"Add onion &amp; cook about 3 minutes, add garlic &amp; cook another 2 minutes."
121064,4,Add rest of ingredients &amp; bring to a boil.
121064,5,"Reduce heat, stir and cover."
121064,6,Simmer 15 minutes or until all the water is absorbed.
229625,1,Mix all ingredients together in a microwave safe bowl or container.
229625,2,Put the bowl/container in the microwave and nuke for 1 minute or until center is set.
229625,3,It will billow up in the bowl.
229625,4,Leave it in the bowl for another minute then turn it out on a cooling rack and let it cool.
229625,5,Once it has cooled take a long bread knife and slice the bun in half and make your hamburger as usual.
75316,1,Thread chunks of pork on small wooden skewers.  (I have skipped this step and it works just fine having the chunks of meat loose in the pan.).
75316,2,"Combine flour, garlic salt and pepper on a plate."
75316,3,Roll kabobs or loose pork chunks in flour mixture until coated.
75316,4,"In a large skillet, heat butter and oil over medium heat."
75316,5,"Brown meat, turning frequently;drain."
75316,6,Sprinkle meat with soup mix.
75316,7,Add broth and water.
75316,8,Bring to very low boil.
75316,9,Reduce heat; cover and simmer for 1 hour or until tender.
75316,10,Remove meat and keep warm.
75316,11,Thicken the pan juices to make a wonderful gravy to put over the meat and mashed potatoes.
198480,1,"Beat the eggs.  Add the pineapple juice, sugar, ginger, vanilla, and butter."
198480,2,"Place 3 cups of flour in a large bowl.  Stir in the egg mixture until well-combined.  Sprinkle in the yeast, one packet at a time, and mix."
198480,3,"Add the remaining 3 cups of flour and mix in .  Blending with a spoon will be hard, so you may have to use your hands.  Make sure it is thoroughly combined.  Cover the bowl with a cloth and set in a warm place to rise for 1 hour."
198480,4,Remove from the bowl and knead in 1/2 cup flour.  Knead about 10 times.  Divide into three equal parts.
198480,5,Place in greased and floured loaf pans or shape into rolls.  Cover and place in a warm place to rise for 1 hour.
198480,6,Bake at 350 degrees for 25-30 minutes or golden brown.
87115,1,Preheat oven to 400 degrees F.
87115,2,"In a medium mixing bowl, combine dry ingredients."
87115,3,Stir in yogurt and eggs. If using stir in corn and jalapeno peppers.
87115,4,Pour into 8 inch square pan sprayed with cooking spray (or use a cast iron skillet).
87115,5,Bake for approximately 20 minutes.
87115,6,Best served warm.
24072,1,"In dutch oven, brown beef with garlic, onions, and green pepper."
24072,2,"Cook and stir until beef is done, drain off excess fat."
24072,3,Stir in paprika and thyme.
24072,4,Add broth and noodles; bring to a boil.
24072,5,"Reduce heat to low and simmer for 10 minutes, stirring occ."
24072,6,Mix sour cream with flour; stir into noodle mixture.
24072,7,"Simmer for 3 more minutes, stirring until thickened."
287041,1,"In a small glass bowl, melt butter in microwave."
287041,2,"Whisk into butter the garlic powder, onion salt and pepper."
287041,3,"Arrange hot, fresh-baked nude wings on a serving platter and drizzle with butter mixture."
287041,4,Top with parmesan cheese and serve immediately.
287041,5,Enjoy!
310310,1,Preheat oven to 325 degrees; grease a 9x9 dish &amp; set aside.
310310,2,"In a large bowl, cut flour, sugar &amp; butter together until mixture resembles coarse crumbs.  Set aside 1/2 cup of this mixture."
310310,3,"To the remaining butter mixture, add the rest of the ingredients &amp; mix well."
310310,4,Pour into prepared dish &amp; sprinkle topping over.
310310,5,Bake 30-40 minutes or until toothpick inserted in center comes out clean.
310310,6,"Note #1: The edges of the cake may turn a light golden brown while baking, but the topping should not brown."
310310,7,Note #2: Double the ingredients to make a larger (9x13) cake.
148547,1,Preheat the oven to 350°F.
148547,2,"Spray miniature muffin tins with vegetable oil cooking spray. Combine the cake mix, pudding mix, eggs and oil and blend well with an electric mixer until smooth, about 2 minutes. (The batter will be thick). Pour a small amount of batter, filling each muffin tin half way. (I found a small cookie scoop the perfect thing for making them a uniform size)."
148547,3,"Bake for 12 minutes. (I baked 4 dozen at one time, so it took a little longer--be sure to reverse places in oven for even baking if you cook this many.  Also, they come out of the tin better if you cook a little past the golden brown stage so the cake is more firm).  Turn out onto a tea towel."
148547,4,"Make the glaze while the cakes are baking.  Sift the sugar into a mixing bowl. Add the lemon juice, zest, oil, and 3 tablespoons water. Mix with a spoon until smooth."
148547,5,"With fingers, dip the cupcakes into the glaze while they're still warm, covering as much of the cake as possible, or spoon the glaze over the warm cupcakes, turning them to completely coat. Place on wire racks with waxed paper underneath to catch any drips."
148547,6,"Let the glaze set thoroughly, about 1 hour, before storing in containers with tight-fitting lids."
30008,1,Preheat oven to 350°F.
30008,2,"In an ovenproof skillet, fry bacon until crisp, drain on paper towel; sauté chicken in bacon fat turning once, to brown, Remove chicken, keep warm."
30008,3,"Add chicken broth and scrape up any browned bits on bottom of skillet, simmer until reduced to half, Return chicken to skillet."
30008,4,"Add garlic, cilantro, undrained chilis and cream bake uncovered, until chicken is done, about 30 minutes Remove from oven, Turn oven to broil, sprinkle chicken with cheese, set under broiler until cheese melts and browns."
30008,5,"Crumble bacon, sprinkle over chicken."
8592,1,Place ribs in a large skillet.
8592,2,Cover with salted water and bring to a boil.
8592,3,"Reduce heat and simmer over low heat for 1 hour, or until meat is tender, but not falling off the bone."
8592,4,Melt the butter in a saucepan and saute the onion and garlic until the onion is tender.
8592,5,Remove from heat and pour into a blender with all remaining ingeredients.
8592,6,"Puree for 1 minute, then pour back into saucepan."
8592,7,"Bring to a boil, then remove from heat."
8592,8,Place the boiled ribs in a shallow dish and pour sauce over them.
8592,9,Place in the refrigerator for at least 2 hours.
8592,10,"Barbeque ribs on an outdoor grill over moderately hot coals, basting with the sauce and turning often until well browned."
123565,1,Preheat oven to 350 degrees.  Grease and flour a 9 X 5 X 3 loaf pan.
123565,2,"Sift together flour, baking powder baking soda and salt and set aside."
123565,3,"In large bowl cream butter and sugar together until light and fluffy.  Add eggs one at a time to creamed mixture beating well after each one.  Stir in kiwis.  Fold in dry ingredients gently, stirring only until batter is completely moistened.  Spoon batter into pan and bake for 55-65 minutes or until toothpick inserted comes out clean.  Cool for 10 minutes on wire rack.  Remove from pan and continue cooling on rack."
31287,1,Make 8 vanilla ice cream balls and freeze on wax-lined cookie sheet for about an hour.
31287,2,Mix remaining ingredients and spread on a cookie sheet to bake at 350°F until crisp and golden.
31287,3,(Cooking times will vary according to taste and oven temps.) Let cool.
31287,4,Roll ice cream balls in the cooled mixture and refreeze for 2 hours more.
31287,5,Serve with honey drizzled over each and enjoy!
31287,6,*See new note above recipe*.
82077,1,"Mix together the soy sauce, balsamic vinegar, sugar, garlic, salt and pepper until the sugar is dissolved."
82077,2,"Put cleaned and dry chicken thighs in a large sealable plastic bag, add the soy mixture, force out excess air and leave to marinate for up to 24 hours."
82077,3,Preheat oven to 425F Transfer chicken and marinade to a large shallow baking pan (do not crowd chicken) then roast in middle of oven turning twice until chicken is cooked through for about 35-40 minutes.
82077,4,Arrange chicken on serving dish.
82077,5,"Skim fat from the pan juices, place baking dish across 2 burners on top of stove add 1/3 cup water and deglaze over mod high heat stirring and scraping up brown bits, do this till reduced to about 1/4 cup."
82077,6,(approx 2 minutes) Spoon sauce over chicken.
82077,7,* As you can see a few have found this too salty for their taste.I suggest you use a salt reduced soy sauce if your tastes prefer a less salty dish.
51349,1,"Layer first 5 ingredients, one at a time, in a large glass bowl so you can see each layer.  Don't mix the ingredients."
51349,2,Mix the dressing ingredients together and pour evenly over the salad in the bowl.
51349,3,"Add a layer of cheese, then a layer of bacon."
51349,4,Then top with egg if using.
95312,1,Preheat oven to 350.
95312,2,Sprinkle lemon pepper on both sides of breasts. Sprinkle the lemon pepper to your own taste.
95312,3,"Using a non-greased 9""x13"" glass baking dish place the chicken, and melted margarine (or butter) inside.  Cover."
95312,4,Bake for 30 Minutes.
95312,5,"Remove from oven.  Remove chicken and set aside. Add one cup of long grain white rice, one can of chicken broth (or equal amount of bouillion).  Stir together and cover tightly with foil."
95312,6,Put pan back in the oven.
95312,7,Bake 30 Minutes.
95312,8,"Remove from oven, and place chicken back inside."
95312,9,Cook for another 15 minutes.
95312,10,This update to the recipe (11/19/13) brings it back to its roots and eliminates the problems people were having with under cooked rice/overcooked chicken.
74844,1,"Put mirin, soy sauce, sugar and garlic, if using, into a medium-sized sauce pan, and cook over medium heat until there is only half as much sauce remaining."
74844,2,Let cool slightly while you are preparing the chicken.
74844,3,Cut chicken into bite-sized pieces; keeping the skin on is usual in Japan.
74844,4,"Thread chicken onto skewers, alternating with green onion if desired."
74844,5,"Begin grilling the chicken skewers on both sides without the sauce, when the meat starts changing color, brush the sauce on both sides, and continue grilling, brushing on sauce about 3 times total, and turning until done."
2509,1,"Mix first 5 ingredients together; separately, mix dry ingredients."
2509,2,"Blend the  two mixtures together, fold in chips."
2509,3,Generously fill 24 greased or  paper-lined muffin cups. (I have found the paper liners don't work very well.).
2509,4,Bake at 400 degrees F. for 16-20 minutes.
480137,1,"Preheat oven to 375°F  In a bowl, mix flour and baking soda."
480137,2,"In a larger bowl, cream sugar and softened butter until smooth.  Mix in the egg and vanilla extract.  Blend in the dry ingredients slowly until combined.  I first made these with a fork instead of a mixer and it was fine.  Hand roll into balls (teaspoon size) and place on an ungreased cookie sheet.  Optional:  Roll the dough balls in a mix of cinnamon and sugar before placing on the baking sheet."
480137,3,Bake 8 - 10 minutes or until light golden brown.  Let the cookies cool for 2 minutes away from the heat before devouring.
170897,1,Heat grill.
170897,2,Place all the ingredients except the chicken in a shallow glass baking dish and stir them together.
170897,3,"Make shallow slits across the chicken breast, going a little deeper in the thick end."
170897,4,"Make shallow slits long ways, resulting in a slight diamond pattern in the meat."
170897,5,Put the chicken in the marinade and make sure some gets in the slits.
170897,6,"This only needs to marinade for 10 or 15 minutes to pick up the flavor, I believe this is because of the slits."
170897,7,"Place on grill and cook for 8 to 10 minutes, until no longer pink."
170897,8,Turn once during cooking.
149952,1,Heat oil in a heavy skillet over medium-low heat.
149952,2,"Add whole garlic cloves and cook, turning once, until browned on both sides, about 5 minutes."
149952,3,Smash garlic cloves with a fork just enough to break them open and flatten them a little.
149952,4,"Add pintos and liquid and cook until heated through, about 5 minutes."
149952,5,Add spices and salt to taste. Stir well.
149952,6,Turn the heat down to medium-low and smash beans with a big fork. You don't have to smash every single bean. Leave some whole for texture.
149952,7,"When mashed to your liking, squeeze the lime juice all over the beans and serve warm."
149952,8,These beans make a great taco filling or tostada topping. My husband likes them mixed with a little salsa and eaten as a dip.
44115,1,Soak the onions in the milk for 5 minutes.
44115,2,Heat the oil in a large skillet or deep fryer.
44115,3,Take a handful of onions and run them through the flour with a fork to coat.
44115,4,"Fry in batches in the oil, stirring as needed to brown evenly."
44115,5,Drain on paper towels and season to taste.
44115,6,Store in an air-tight container.
66857,1,Preheat the oven to 200C/400 degrees F.
66857,2,"In a large bowl, mix together all the blackening spices."
66857,3,"Toss the chicken in the spices, making sure that each fillet is evenly coated."
66857,4,Heat a large heavy based frying pan over high heat until very hot.
66857,5,Add the oil and fry chicken fillets on each side.
66857,6,You want the chicken to fry quite fast so that you sear and roast the spices very well.
66857,7,Don't be tempted to add too many pieces to the pan at once or you will not get the desired effect.
66857,8,"When the fillet is well seared, place on a roasting tray and bake in preheated oven for 10 minutes."
66857,9,Serve the chicken on a platter garnished with a few salad leaves.
37465,1,Cook potatoes in salted water until tender.
37465,2,(About 10 minutes from time water gently boils) Drain.
37465,3,"Combine potatoes with salts, onion, butter, cream cheese, and sour cream."
37465,4,Whip until mixture is smooth and fluffy.
37465,5,Place in buttered 2-qt.
37465,6,casserole.
37465,7,Top with grated cheese if desired.
37465,8,"(May be covered and refrigerated overnight or frozen at this point, if desired) Bake at 350 for 30 minutes or until golden brown."
64056,1,Preheat oven to 350.
64056,2,"Grease and flour bottom and sides of a 9x13x2"" cake pan."
64056,3,"In a large bowl, mix cake mix, eggs, water and oil with a mixer until well blended."
64056,4,Pour batter into prepared cake pan.
64056,5,Smooth evenly in pan.
64056,6,Drop spoonfuls of the pie filling on top of the cake batter.
64056,7,"With a knife, swirl the cherry pie filling into the cake batter."
64056,8,Be careful not to touch the bottom of the cake pan with the knife.
64056,9,"This might remove some of flour/shortening coating, causing the cake to stick."
64056,10,Bake for 40-45 minutes or until cake is golden brown on top and a knife inserted in the center comes out clean.
64056,11,Allow to cool for 10 minutes.
64056,12,May be served warm or cooled.
64056,13,May be served with ice cream or whipped topping.
67856,1,Preheat oven to 350 degrees (oven rack set to second-lowest position).
67856,2,"Grease a 13 x 9-inch (or an 11 x 7-inch, baking time will need to be increased slightly)."
67856,3,"Cream butter with sugar (about 3-4 minutes), add in eggs and sour cream; beat well (about another 3 minutes)."
67856,4,"In a bowl, sift together flour, baking powder and salt."
67856,5,Add the flour mixture to the creamed mixture; beat well until combined (batter will be thick).
67856,6,Spread more than half of the batter in the prepared baking pan.
67856,7,"In another bowl, cream together all filling ingredients, then carefully spread over the cake batter."
67856,8,"Spoon the remaining cake batter over the top of the cheese mixture (it doesn't have to cover the cake batter completely, I just dot tablespoonfuls over the batter)."
67856,9,"For the topping (I most always double the ingredients)  mix all ingredients, and sprinkle over cake."
67856,10,Bake for about 50-55 minutes or until middle feels set and not jiggly.
35547,1,SALAD: Break off root ends and tough stems (if any) and discard.
35547,2,"Place spinach in a large bowl, add ice and cover with water; set aside to chill."
35547,3,"SUGARED ALMONDS: In a small saucepan, combine almonds, sugar and water."
35547,4,"Cook over medium-low heat for 5 to 7 minutes or until sugar is almost completely melted and nuts are golden, stirring occasionally- (there will be unmelted sugar on nuts)."
35547,5,Spread almonds on a large plate; let cool and then break into small pieces.
35547,6,"(Make ahead, as nuts can be stored in an air-tight container for about 3 days)."
35547,7,"DRESSING: In a small bowl, whisk together balsamic vinegar, Worcestershire sauce, honey, poppy seeds and chives."
35547,8,Drizzle in olive oil and whisk until blended.
35547,9,Now whisk in Dijon mustard until well blended.
35547,10,Whisk in salt and pepper to taste.
35547,11,"Remove spinach leaves from water, pat dry on paper towelling and break into pieces."
35547,12,Add to a large mixing bowl.
35547,13,Add sliced strawberries and toss lightly to mix.
35547,14,Add dressing and toss gently until spinach and berries are lightly coated.
35547,15,"Add almonds, toss lightly and serve."
35547,16,TIP: Packaged ready-to-use baby spinach can be found in the produce section of most supermarkets.
35547,17,There are 8 cups of baby spinach in (one- 6 ounce) package.
35547,18,NOTE:  Only make enough salad that will be eaten at this one time serving.  The salad will get somewhat soggy if kept for another day.
178146,1,"(If you used dried mushrooms, cover mushrooms with boiling water, let stand 30 minutes then drain.) Cut and discard woody stems from mushrooms. Mince mushrooms. Set aside."
178146,2,"Mix all ingredients for cooking sauce in bowl, and set aside."
178146,3,"In medium bowl, combine cornstarch, sherry water, soy sauce, salt, pepper, and chicken. Stir to coat chicken thoroughly. Stir in 1 teaspoons oil and let sit 15 minutes to marinate."
178146,4,"Heat wok or large skillet over medium high heat. Add 3 TBSP oil, then add chicken and stir fry for about 3-4 minutes. Remove from pan and set aside."
178146,5,"Add 2 TBSP oil to pan. Add ginger, garlic, chilies(if desired. I leave these out), and onion; stir fry about a minute or so."
178146,6,"Add mushrooms, bamboo shoots and water chestnuts; stir fry an additional 2 minutes."
178146,7,"Return chicken to pan. Add mixed cooking sauce to pan. Cook until thickened and hot. Break cooked cellophane noodles into small pieces, and cover bottom of serving dish with them. Then pour chicken mixture on top of noodles. Spoon into lettuce leaf and roll."
84325,1,"In large pot, add olive oil, butter, garlic and the juice of 1/2 lemon. (you may adjust olive oil/butter/lemon to your liking)."
84325,2,Let cook over low heat for about 20 minutes so the flavors meld.
84325,3,"Take off heat, add spinach, toss well and serve."
143344,1,Cream the butter and peanut butter together.
143344,2,Beat in the vanilla and sugar.
143344,3,Chill for 1/2 hour.
143344,4,"Roll into small balls, chill on wax paper for another 1/2 hour."
143344,5,"In a microwave, melt the white dipping chocolate."
143344,6,Using two spoons dip the eyeballs into the white chocolate.
143344,7,Let cool on waxed paper until firm. Chilling will speed up the process.
143344,8,Pour a drop or two of blue food coloring into the remaining melted chocolate.
143344,9,"Make a round iris on the eyeball, and immediately press a miniature chocolate chip in the center for a pupil, doing 5 at at time."
143344,10,"For the bloodshot effect, dip the tiny end of a toothpick in red food colouring and squiggle the lines from the pupil outward, but not quite to the edges of the ball."
143344,11,These are quite tasty--considering how creepy they are.
143344,12,Note: White dipping chocolate is also known as white bark.
176435,1,"Sauté onions, garlic, and pepper flakes in the olive oil for about two minutes until fragrant."
176435,2,"Add tomatoes and half of their juices, sugar, wine, fresh parsley, olives, capers, anchovy paste,(or anchovies)and Italian seasoning."
176435,3,"Bring to a boil and simmer about 25 minutes, stirring occasionally, and adding more reserved juice if it becomes dry. Break up large chunks of tomatoes but please leave a chunky consistency, we're NOT making spaghetti!"
176435,4,"While this is simmering, prepare spaghetti until done and drain."
176435,5,Sauce should be ready now so combine pasta and sauce and toss well.
176435,6,Top with parmesan cheese and fresh basil.
52251,1,In a large bowl toss together the apples and the sugar.
52251,2,"In a small bowl whisk together the eggs, the oil, and the vanilla."
52251,3,"In a third bowl stir together well with a fork the flour, the baking soda, the cinnamon and salt."
52251,4,Stir the egg mixture into the apple mixture; add the flour andd stir the batter until just combined.
52251,5,Batter will be stiff.
52251,6,Stir in raisins and walnuts.
52251,7,Divide the batter between 16 greased muffin tins.
52251,8,Bake in a preheated 325 oven for 25-30 minutes.
52251,9,"These are best eaten right from the oven, but you can enjoy them a day later too."
90105,1,Mix cabbage and pineapple.
90105,2,"Mix cream, mayo, sugar and vinegar."
90105,3,Add cream dressing to cabbage and pineapple.
90105,4,Salt and pepper to taste.
90105,5,Store covered in refrigerator 1-2 hours before serving.
51884,1,CHICKEN: Saute cubed chicken in olive oil until done.
51884,2,Set aside.
51884,3,"SAUCE: In a small sauce pan, combine first 7 ingredients and bring to a low boil."
51884,4,Slowly stir in cornstarch solution.
51884,5,Depending on how thick you want the sauce determines how much cornstarch solution you use.
51884,6,Careful- sauce tends to boil up when cornstarch solution is added.
51884,7,Serve chicken over a bed of rice.
51884,8,Pour sauce over chicken&amp; rice.
51884,9,Enjoy!
228641,1,Combine 1 cup berries with 3/4 cup sugar in pan.
228641,2,Simmer on low heat until sugar is melted and mixture is very liquid; about 5 minutes.
228641,3,Combine cornstarch and water in bowl.
228641,4,Add to pan with blueberries.
228641,5,Cook over medium heat until mixture comes to full boil and is clear and thick.
228641,6,Pour hot mixture into large bowl.Cool until                                          warm.
228641,7,"Fold in remaining 3 cups of blueberries, lemon rind, cinnamon,nutmeg and butter."
228641,8,Let cool before adding to pie crust.
228641,9,"Add top crust and brush with egg wash, sprinkle with sugar."
228641,10,Preheat oven to 400°F but reduce heat to 375°F when you put pie in oven. Bake about 40 minutes. Check pie halfway through baking; cover edges with a strip of foil if edges are getting too brown.
228641,11,This technique works for any delicate fruit such as raspberries or strawberries.
495124,1,"Heat oven to 400 degrees F.  In a large bowl, combine the potatoes, carrots and shallots.  Sprinkle with the Hidden Valley Original Ranch Seasoning and 3 tablespoons of the oil.  Toss gently, with hands, to make sure all pieces are coated with oil and seasoning.  Transfer to a non-stick rimmed baking sheet, spreading vegetables to make a single layer.  Roast for 30-40 minutes or until tender and golden brown."
495124,2,"Meanwhile, in a 10-inch non-stick skillet, saute the chicken breast chunks in the remaining oil for 12-15 minutes or until cooked through and browned around the edges."
495124,3,"To serve:   In a large bowl, toss the baby spinach with the roasted vegetables and the sauteed chicken.  Divide among 4 plates and drizzle each with lemon juice.  Garnish each with a lemon wedge, if desired."
97952,1,Preheat oven to 350°.
97952,2,"In a bowl, stir together flour, brown sugar, cocoa, baking soda and salt."
97952,3,In a second bowl stir together remaining ingredients.
97952,4,"Pour water mixture over flour mixture and,."
97952,5,Stir until batter is smooth.
97952,6,Pour into a nonstick 12 hole muffin tin coated with cooking spray.
97952,7,Filling until half full.
97952,8,"Bake until toothpick inserted in center of cupcake comes out clean, 18 to 20 minutes."
97952,9,Remove from oven.
97952,10,Let stand 5 minutes then turn out onto rack to cool.
201592,1,"In a 3-quart sauce pot, melt margarine. Add onion, garlic, and corn syrup. Simmer 1 minute. Do NOT brown."
201592,2,"Add flour, white pepper, salt, chicken broth, water, and vegetables. Simmer 3 minutes."
201592,3,Add half-and-half. Simmer until desired consistency. Stir constantly - do NOT bring to boil.
201592,4,Garnish with chopped parsley and serve.
63499,1,"Crack the eggs into a bowl, add 1/8 teaspoon each of salt and pepper, and beat thoroughly with the whisk."
63499,2,"Place a 2-3 qt saucepan with a tablespoon of butter over medium heat, swirling to film the bottom and sides."
63499,3,"When the butter foams, pour all the eggs into hot pan and immediately being stirring with the whisk, clearing the thickening eggs from the sides and bottom of the pan and breaking up any lumps."
63499,4,Be sure to run the whisk around the bottom corners to dislodge any egg that may stick there.
63499,5,"Cook for a minute or slightly more, steadily whisking, until the eggs are uniformly thickened but still quite soft, with very small and creamy curds."
63499,6,"Remove the pan from the heat, whisk in another spoon of butter and 1 or 2 tablespoons of cream, and quickly spoon the eggs into a soft mound on a warm plate."
63499,7,Serve immediately with a garnish of your choice.
50245,1,Dust chicken with flour.
50245,2,In a flat container mix together eggs and enough parmesan cheese to create a thick batter (something like pancake batter).
50245,3,"Dip breasts in batter and cook at medium to med-high heat in a little olive oil, brown a little on both sides."
50245,4,Remove all chicken to a platter- keep warm.
50245,5,"In same skillet increase heat to a med-high and quickly brown the garlic (not too brown) then deglaze pan with wine and let""boil"" a few minutes."
50245,6,"Add broth, butter and let cook until butter has melted."
50245,7,"Add parsley, quickly whisking together."
50245,8,Add lemon juice 1/4 at a time until desired taste.
50245,9,Thicken if desired.
50245,10,"Ladle over chicken and pasta on individual plates, with a garnish of lemon wedges and parmesan cheese."
56322,1,Preheat oven to 350 degrees F and mix all dry ingredients.
56322,2,Add remaining ingredients and mix well.
56322,3,Pour into greased cupcake pans or mini loaf pans.
56322,4,Bake 30 minutes or until golden brown on top and a toothpick inserted in the middle comes out clean.
56322,5,Allow to cool slightly in the pan (until pulls away from side a bit).
56322,6,Remove from pan and serve warm.
151732,1,Sprinkle 1/4 teaspoon salt and 1/4 teaspoon black pepper evenly over steaks.
151732,2,"Combine cracker crumbs, 1 cup flour, 1 teaspoon salt, 1/2 teaspoon black pepper, red pepper, and baking powder."
151732,3,"Whisk together 3/4 cup milk and eggs. Dredge steaks in cracker mixture; dip in milk mixture, and dredge again in cracker mixture."
151732,4,"Pour oil into a 12"" skillet; heat to 360 degrees (do not use a nonstick skillet). Fry steaks 3-4 minutes. Turn and fry 2-3 minutes or until golden. Remove steak to wire rack in a jellyroll pan. Keep steaks warm in a 225 degree oven. Carefully drain hot oil, reserving cooked bits and 1 tablespoon of dripping in skillet."
151732,5,"Whisk together remaining 4 cups of milk, 1/4 cup of flour, remaining 1 teaspoon salt, and remaining 1 teaspoon black pepper. Add milk mixture to reserved dripping in skillet; cook, whisking constantly, over medium-high heat for 10-12 minutes, or until thickened. Serve gravy with steaks."
110139,1,"In a large bowl, combine the peas and carrots, rice, onion, parsley flakes and chicken."
110139,2,Mix well.
110139,3,Pour into 4 bags (enough serve 4) or less for family size.
110139,4,"Seal, lable and freeze."
110139,5,Thaw bag of rice mixture.
110139,6,Heat 1 Tbs oil in a large skillet.
110139,7,Dump rice mixture into the skillet.
110139,8,"Cook and stir over medium heat, breaking up any chunks of rice, until hot, about 5 minutes."
110139,9,Push rice mixture to the side of the skillet.
110139,10,Add 1 Tbs oil to the empty side of the skillet and add the eggs.
110139,11,Cook and stir until eggs are thickened but still moist.
110139,12,Combine eggs with the rice mixture.
110139,13,Turn off heat.
110139,14,Stir in soy sauce and pepper.
110139,15,Serve.
110139,16,"*Note:You can make this all ahead of time and just reheat but I like the taste of""fresh""."
105212,1,Set oven to 400 degrees F.
105212,2,Spray two 8-inch round cake pans with cooking spray.
105212,3,Place 2 Tbsp butter in each of the pans.
105212,4,Place the pans in the oven and bake until the butter has melted; remove from oven.
105212,5,"In a bowl, beat the flour, 1/4 teaspoons baking powder, sugar (if using) salt, milk and eggs until smooth, then allow to stand for 30 minutes."
105212,6,Arrange the apple slices into the two pans onto the melted butter.
105212,7,"Re-whisk the flour/egg mixture again then divide the batter evenly between pans, over the apple slices."
105212,8,Mix the sugar and cinnamon; sprinkle over the batter in each pan.
105212,9,"Bake until puffed, and golden brown, about 20-25 minutes."
81207,1,"In a mixing bowl, mix together soy sauce, pepper, Sambal Oelek, sesame oil and corn starch."
81207,2,"Add sliced beef, coat well and let marinate for 15 minutes."
81207,3,"In a WOK, heat 2 tablespoons of peanut oil until smoke begins to rise."
81207,4,"Add broccoli florets and salt, stir well."
81207,5,"Now add 1/2 cup of water, cover with a lid and cook on high heat for 3 - 4 minutes or until steam starts to escape from the edge of the lid."
81207,6,Remove broccoli and any liquid to a bowl.
81207,7,"Reheat WOK to high heat, add the remainder 2 tablespoons of peanut oil."
81207,8,"When hot, add garlic and brown for 1 minute, stirring often."
81207,9,"Add sliced beef and marinade and stir-fry until the color of meat changes, about 1 minute."
81207,10,Return broccoli and liquid to the Wok and mix; stir-fry for 30 seconds.
81207,11,Serve hot.
61439,1,I always drain my tofu first.
61439,2,"I cut it into 1/4s, wrap it in paper towels on a cookie sheet, with another one on top, weighted down with some heavy canned goods."
61439,3,Let sit in refrigerator for 10-20 minutes.
61439,4,Mash the tofu in a bowl with a wooden spoon.
61439,5,Mix tofu well with remaining ingredients.
61439,6,Chill and serve.
33245,1,Cut steak into 4 pieces.
33245,2,Heat lg skillet; brown steaks in oil for 5 minutes a side.
33245,3,Remove and keep warm.
33245,4,Add onion and mushrooms.
33245,5,Saute for 3 minutes.
33245,6,"Add remaining ingredients, bring to a boil."
33245,7,Reduce heat and simmer for 2 minutes.
33245,8,Serve steak with sauce spooned over.
54726,1,"In a nonstick skillet, heat 1 teaspoon of the oil."
54726,2,"In a bowl, mix 2 tablespoons of the vinegar, the mustard and garlic."
54726,3,Add the chicken and coat both sides with the mixture.
54726,4,"Transfer the chicken and mixture to the skillet; saute until cooked through, about 3 minutes per side."
54726,5,Transfer to a plate and keep warm.
54726,6,"In the skillet, heat the remaining teaspoon of oil."
54726,7,"Saute the mushrooms about a minute; add the broth/wine, thyme and remaining tablespoon of vinegar."
54726,8,"Cook stirring until the mushrooms are deep brown, about 2 minutes longer."
54726,9,"Serve the chicken, topped with the mushrooms."
7435,1,Use a 14 to 20 qt. pan.
7435,2,Coarsely chop enough onions and carrots to make 1 cup each.
7435,3,"In pan, place onions and carrots, corned beef with any liquid from meat, vinegar, stout, mustard seed, coriander, peppercorns, dill, allspice, and bay leaves."
7435,4,Add water to barely cover beef.
7435,5,Cover pan and bring to a boil over high heat.
7435,6,"Simmer till meat is tender when pierced, 2 1/2 to 3 hours."
7435,7,"Meanwhile, cut remaining onions into wedges."
7435,8,"Cut remaining carrots into 2 inch lengths, halve them lengthwise if large."
7435,9,"Cut cabbage in half through cores, then into wedges."
7435,10,Scrub potatoes.
7435,11,"Add onions, carrots and potatoes to tender corned beef, place cabbage on top."
7435,12,"Cover and return to simmering over high heat; reduce heat and simmer till cabbage is tender when pierced, 15 to 20 minutes."
7435,13,"With slotted spoon, scoop out vegetables onto warm serving dishes."
7435,14,"Using tongs and a slotted spoon, remove beef to a cutting board."
7435,15,Cut off fat.
7435,16,"Slice meat across grain, place on warm platters."
7435,17,Serve meat and vegetables with mustards.
213535,1,Heat the broth over low heat.
213535,2,"In a large saucepan, heat 2 tablespoons of oil and cook the mushrooms until soft.  about 3 minute"
213535,3,Put the mushrooms and the liquid in a bowl and set aside.
213535,4,"Add the remaining 1 tablespoons oil to skillet, and cook the shallots for 1 minute."
213535,5,"Stir in the rice,coating it with oil, about 2 minutes."
